"","X","n_in_2008","mean_dist_in_2008","med_dist_in_2008","n_out_2008","mean_dist_out_2008","med_dist_out_2008","n_in_2009","mean_dist_in_2009","med_dist_in_2009","n_out_2009","mean_dist_out_2009","med_dist_out_2009","n_in_2010","mean_dist_in_2010","med_dist_in_2010","n_out_2010","mean_dist_out_2010","med_dist_out_2010","n_in_2011","mean_dist_in_2011","med_dist_in_2011","n_out_2011","mean_dist_out_2011","med_dist_out_2011","n_in_2012","mean_dist_in_2012","med_dist_in_2012","n_out_2012","mean_dist_out_2012","med_dist_out_2012","n_in_2013","mean_dist_in_2013","med_dist_in_2013","n_out_2013","mean_dist_out_2013","med_dist_out_2013","n_in_2014","mean_dist_in_2014","med_dist_in_2014","n_out_2014","mean_dist_out_2014","med_dist_out_2014","n_in_2015","mean_dist_in_2015","med_dist_in_2015","n_out_2015","mean_dist_out_2015","med_dist_out_2015","n_in_2016","mean_dist_in_2016","med_dist_in_2016","n_out_2016","mean_dist_out_2016","med_dist_out_2016"
"335",335,16,7.54888891379303,4.83805415858857,NA,NA,NA,10,10.6805529356207,8.54568843189541,NA,NA,NA,13,8.69200962207393,5.07024782743565,NA,NA,NA,15,8.06610745292635,6.32614692723752,NA,NA,NA,19,10.3304380257584,9.01150949433231,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,8.45322086403508,3.84911535528751,NA,NA,NA,15,9.5110906544416,8.45416047803896,NA,NA,NA,15,4.9927417363129,3.90435972506578,10,9.11498771498086,3.18934184430047
"336",336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,6.10446883395733,4.42336435235354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,7.73562270065981,6.00961262745174,NA,NA,NA
"337",337,20,4.52058037742579,3.52923741450552,NA,NA,NA,13,4.86319690183663,2.9653276625598,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7.83964493123719,1.54664616822903,NA,NA,NA,11,5.89250405481387,3.24692838789906,NA,NA,NA,18,8.87637890505579,5.87183270780355,NA,NA,NA,11,6.89367037854966,3.76182741344304,NA,NA,NA,10,9.80173034577972,7.00044979182626,NA,NA,NA,16,6.18032558836567,4.20290877039604,NA,NA,NA
"338",338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",341,20,9.88914374786829,7.86090138652716,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9.38067017309571,6.0289665552494,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5.87489515748353,5.24733876318036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",342,10,9.72793879082059,8.06824283895613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",344,10,4.35856046077419,4.07814572042266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",346,57,7.37253538669514,5.62042216567568,11,8.96547761402654,7.37314050212536,49,7.61016743526243,5.03887397709295,17,9.56827443335759,7.10903561557704,34,6.81634404224436,5.99424344429421,13,7.09040012447628,5.06860265068159,33,8.84500343505726,7.80236704850735,16,9.94821524504798,7.4672749363694,37,9.57990233024717,9.62055979753073,18,12.7158744594402,12.1051701360525,49,8.6139794329899,6.33747993508073,13,10.277018279911,7.15289392148158,47,7.39913574366439,4.97225798485801,22,8.15800654738745,7.0226368871569,56,5.81395539709957,3.76468802050618,19,9.22292445835368,7.19228976574332,47,7.74073564411062,5.72038827302593,25,10.4614237613704,8.31692382658808
"347",347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10.3646284457469,1.00074154755881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14.4471048683671,15.2725714267614,NA,NA,NA
"348",348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",351,11,12.6685896161716,8.44034081252453,NA,NA,NA,12,8.50215043447442,4.72549710903611,NA,NA,NA,14,9.4750737015057,7.54214039605663,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,8.48157859946222,6.07999419879806,NA,NA,NA,15,10.7076308723408,6.24142681301919,NA,NA,NA,15,6.22617206421254,4.93566952772561,NA,NA,NA,16,9.81252697976927,5.72454279064707,NA,NA,NA,22,10.4482147926498,7.5859197534854,NA,NA,NA
"352",352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5.1146472296086,3.87687884544436,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5.87609913478583,3.65759308663223,NA,NA,NA
"353",353,10,7.6810411084247,5.44603059835574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6.11538667316623,4.56166899289585,NA,NA,NA,12,6.61118134551171,3.26480222314147,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9.22177845729565,5.76966879624694,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,14.2777074753626,19.5345017368257,NA,NA,NA
"355",355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6.07552927992077,4.67744543875435,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,6.19834535607356,3.3237157261836,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,6.56051573354217,4.363105134528,NA,NA,NA,20,7.23864504591548,4.47459387683528,NA,NA,NA,12,7.12933540370624,6.02275533263517,NA,NA,NA
"358",358,11,5.05464616633151,3.58793046644171,NA,NA,NA,10,6.552406582566,5.79752060456337,24,13.6623932731452,16.920829947568,NA,NA,NA,NA,NA,NA,12,12.2412527587754,15.9993039279009,NA,NA,NA,13,5.37865860946666,3.06812782948663,NA,NA,NA,13,9.886825250592,9.86557175511045,NA,NA,NA,12,10.3258780297337,11.1084997300854,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,7.19194065387281,4.16089341688116,NA,NA,NA
"359",359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9.86718282426619,4.38168110930139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8.9313405558467,6.49698660073988,NA,NA,NA,NA,NA,NA
"362",362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",363,NA,NA,NA,10,4.15354332510017,2.49813809129726,11,5.58894124628911,5.43110836661853,12,7.33468406335848,7.88049959878507,10,7.9476009448572,7.04194329421061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,6.12706806235757,5.94478193513636,NA,NA,NA,14,6.54073962310448,6.181247662999,NA,NA,NA,18,5.72935798322397,4.53348380675974,14,7.07463928880837,5.09338017565755,16,7.02205098891373,3.95945458248074,12,6.37789291705371,2.86109029182672
"364",364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",366,18,8.04682762248396,4.01651941786137,14,8.69159895744657,6.2024479240516,23,7.81140448248272,6.30496646759844,14,8.7899168957517,6.18874220098023,14,8.00925547792061,6.09564523458135,NA,NA,NA,16,7.76336069993165,4.6818874515463,18,9.04242542458076,6.50847400444539,21,5.21425244675351,3.03195073642907,10,10.3913796353598,7.46795362461038,20,8.49683318309352,6.46628923628787,11,6.26137087301997,5.12565917986099,12,9.47938985750227,8.80597294959756,NA,NA,NA,19,5.30017537414546,1.99118432047106,13,8.1777628515249,5.72155012134875,21,7.44660394834614,1.91652896965069,14,5.28890202617663,4.83802792010387
"367",367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7.50843992619122,5.08393145252404,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",371,34,6.96738191831136,4.44957448876223,11,8.41883358185208,6.46115691178274,32,6.40235054660581,4.58418829143051,NA,NA,NA,20,6.94603132598689,4.00043804746242,NA,NA,NA,14,12.0499783871688,7.22176678598561,11,6.66564364421771,4.81168246472982,22,5.99278619047612,4.23745607378186,NA,NA,NA,13,9.51408175045031,3.83108054833224,NA,NA,NA,20,7.06668692164059,4.21437057502936,10,4.52831943256008,1.40792389653472,20,8.07846472402271,4.82377717691821,NA,NA,NA,29,7.36040795052426,3.441334712098,NA,NA,NA
"372",372,31,6.28533699026572,3.94696956063552,19,5.05905839839809,3.21376534135462,34,6.90189325321857,3.87305987232821,19,8.39870505865666,6.36023395101621,18,5.17388476785947,2.14035147806772,10,10.9256328396932,12.7279135510472,19,6.83955608695801,3.90098927314792,NA,NA,NA,16,9.20061961770334,7.92142929788147,14,8.27466432526222,3.61850602378779,26,7.94246388849438,5.04451460039416,NA,NA,NA,16,6.18517402555151,2.63382569963664,17,10.6956901618262,9.26032099214734,24,4.08748589921477,3.30730690534032,16,11.4662636925066,11.6366144777654,25,7.00999172126834,3.70863983819458,18,6.78155365950872,3.50316682906209
"373",373,7488,6.77764189218181,4.63520400054876,7488,6.77764189218181,4.63520400054876,6610,7.20523027357367,4.92705784826969,6610,7.20523027357367,4.92705784826969,5347,7.34598494339068,5.13237325817319,5347,7.34598494339068,5.13237325817319,5544,7.31398057688892,5.15006857500593,5544,7.31398057688892,5.15006857500593,6618,7.38592493697705,5.09609830882731,6618,7.38592493697705,5.09609830882731,6942,7.39711913452018,4.84692987113748,6942,7.39711913452018,4.84692987113748,6881,7.43590113617371,5.03666131353487,6881,7.43590113617371,5.03666131353487,7630,7.42446098800861,5.04309247741923,7630,7.42446098800861,5.04309247741923,8562,7.51983059315727,5.11923615989896,8562,7.51983059315727,5.11923615989896
